name,address,rating,review_count
Le RestO du Cercle,"Allée du Bornan 6, 1007 Lausanne",,0
le Tortillard,"Boulevard de Grancy 19A, 1006 Lausanne",,0
Legends Sports Bar,"Rue Côtes-de-Montbenon 20, 1003 Lausanne",,0
Les Boucaniers,"Avenue du Tribunal-Fédéral 2, 1005 Lausanne",,0
les Gosses du Québec,"Avenue de la Gare 22, 1003 Lausanne",,0
Les Saisons,"Avenue de Rhodanie 4, 1007 Lausanne",,0
Les Trois rois,"Rue du Simplon 7, 1006 Lausanne",,0
Little Jaffna,"Avenue des Figuiers 39, 1007 Lausanne",,0
Lobby Bar & Cigar Lounge - Royal Savoy,"Avenue d'Ouchy 40, 1006 Lausanne",,0
Lucien Moutarlier,"Place de la Palud 7, 1003 Lausanne",,0
Lucy Restaurant Ethiopien,"Route Aloys-Fauquez 28, 1018 Lausanne",,0
Ma-Jong SA,"Escaliers du Grand-Pont 3, 1003 Lausanne",,0
Made in Italy Pizzeria,"Route Aloys-Fauquez 32, 1018 Lausanne",,0
Maison Buet,"Rue Grand-St-Jean 6, 1003 Lausanne",,0
Man'ouchy Sàrl,"Rue Dr César-Roux 9, 1005 Lausanne",,0
Manora,"Rue Pichard 3, 1003 Lausanne",2.7,3
Manu Il Gelato Italiano,"Place Pépinet 2, 1003 Lausanne",,0
Marterey 56,"Rue Marterey 56, 1005 Lausanne",,0
Marutcha,"Rue de la Grotte 4, 1003 Lausanne",,0
McCarthy's Irish Pub,"Place Pépinet 1, 1003 Lausanne",,0
McDonald's Restaurant,"Rue Saint-Laurent 20, 1003 Lausanne",,0
MELAZIC SA,"Rue Madeleine 12, 1003 Lausanne",,0
Meraki,"Place de la Riponne 10, 1005 Lausanne",,0
Mezzo Di Pasta,"Rue de la Louve 1, 1003 Lausanne",,0
MGM Café,"Rue du Lac 14, 1007 Lausanne",,0
Micky's House,"Rue Cheneau-de-Bourg 9, 1003 Lausanne",,0
Mido,"Rue de l'Ale, 1003 Lausanne",,0
Mister Fabrizio Panini,"Rue du Simplon, 1006 Lausanne",,0
Mium,"Avenue du Léman 21, 1005 Lausanne",,0
Mix Cafe,"Rue du Petit-Saint-Jean 3, 1003 Lausanne",,0
Molana,"Avenue Recordon 2, 1004 Lausanne",,0
Monochrome,"Rue Madeleine 18, 1003 Lausanne",,0
Monsieur 14,"Avenue Mon-Repos 14, 1005 Lausanne",,0
Montreux Jazz Cafe at EHL,"Route de Berne 301, 1010 Lausanne",,0
MOVIDA & POCO LOCO,"Place Chauderon 5, 1003 Lausanne",,0
My Sandwiches,"Rue Saint-Martin 9, 1003 Lausanne",,0
N2O,"Place de l'Europe 7, 1003 Lausanne",,0
Nandanam Sàrl,"Avenue Louis-Ruchonnet 11, 1003 Lausanne",,0
Naville Café Presse Lausanne Maternite,"Avenue Pierre-Decker 3, 1005 Lausanne",,0
Nazar,"Avenue de Morges 26, 1004 Lausanne",,0
Ni Hao,"Rue Marterey 72, 1005 Lausanne",,0
Oba-Oba,"Avenue de Provence 82, 1007 Lausanne",,0
Ordinary Man,"Rue du Petit-Chêne 28, 1003 Lausanne",,0
P'tit Bar,"Rue Louis-Curtat 6, 1005 Lausanne",,0
Palm Bar,"Rue du Petit-Chêne 34, 1003 Lausanne",,0
Pasta e Sfizi Sàrl,"Avenue d'Ouchy 3, 1006 Lausanne",,0
Pastabruzzo,"Place Saint-François, 1003 Lausanne",,0
Pastelaria Rapid Lunch,"Rue de la Borde 31, 1018 Lausanne",,0
Patinoire et Piscine de Montchoisi,"Avenue Antoine-Michel-Servan 30, 1006 Lausanne",,0
"Pâtisserie Vincent, Chailly","Avenue de Chailly 2, 1012 Lausanne",,0
Piazza San Marco,"Avenue d'Ouchy 38, 1006 Lausanne",,0
Pidabar Takeaway,"Rue de la Louve 12, 1003 Lausanne",,0
Pin Up Bar,"Rue Marterey 31, 1005 Lausanne",,0
Pizza 15,"Avenue d'Echallens 79, 1004 Lausanne",,0
Pizzeria Bella Vita,"Avenue de la Gare 52, 1003 Lausanne",,0
Planet Bowl St Laurent,"Rue Saint-Laurent 38, 1003 Lausanne",,0
Populaire,"Route du Jorat 67, 1000 Lausanne 26",,0
Pra-Collet,"Route du Jorat 71, 1000 Lausanne 26",,0
Prince d'Egypte,"Rue Centrale 21, 1003 Lausanne",,0
Quai 14 - Cafe - Restaurant,"Avenue de Sévelin 14, 1004 Lausanne",,0
Red-Sea,"Rue de la Tour 17, 1004 Lausanne",,0
Restaurant Arcadia,"Place de la Gare 17, 1003 Lausanne",,0
Restaurant de l'E.T.M.L.,"Rue de Sébeillon 12, 1004 Lausanne",,0
Restaurant de la Tour,"Rue de la Tour 14, 1004 Lausanne",,0
Restaurant de la Vallonnette,"Avenue de la Vallonnette 24, 1012 Lausanne",,0
Restaurant des Falaises,"Chemin des Falaises 1, 1005 Lausanne",,0
Restaurant du Golf,"Route du Golf 3, 1000 Lausanne",,0
Restaurant Gambatte,"Rue Pré-du-Marché 15, 1004 Lausanne",,0
Restaurant Isshin,"Place Chauderon 30, 1003 Lausanne",,0
Restaurant Jacques,"Rue Beau-Séjour 15, 1003 Lausanne",,0
Restaurant KR,"Avenue de France 38, 1004 Lausanne",,0
Restaurant L'Esplanade Messidor,"Chemin Messidor 7, 1006 Lausanne",,0
Restaurant La Poesia,"Avenue du Chablais 53, 1007 Lausanne",,0
Restaurant La Pyramide,"Route de Chavannes 35, 1007 Lausanne",,0
Restaurant le Rossignol,"Avenue du Léman 36, 1005 Lausanne",,0
Restaurant Le Sixième,"Chemin des Croix-Rouges 12, 1007 Lausanne",,0
Restaurant Le Tournesol,"Chemin du Petit-Flon 49, 1018 Lausanne",,0
Restaurant LStadio,"Route de Romanel 10, 1018 Lausanne",,0
Restaurant Piment Rouge,"Avenue de Cour 38A, 1007 Lausanne",,0
Restaurant Quintino,"Avenue Bergières 10, 1004 Lausanne",,0
Restaurant Steakhouse Churrasco,"Rue de Bourg 51, 1003 Lausanne",,0
Restaurant Tang Roulou,"Chemin Antoine-de-Chandieu 2, 1006 Lausanne",,0
Restaurant Troubadour,"Rue Dr César-Roux 6, 1005 Lausanne",,0
Rialto,"Avenue de Béthusy 29, 1012 Lausanne",,0
Roma À Table,"Avenue de France 38, 1004 Lausanne",,0
Rooftop Madhouse,"Place de l'Europe 6, 1003 Lausanne",,0
Royal India,"Rue Chaucrau 14, 1003 Lausanne",,0
Sabor Latino,"Rue Saint-Martin 7, 1003 Lausanne",,0
Saigon,"Avenue de Beaulieu 1, 1004 Lausanne",,0
Saint Pierre,"Galeries Benjamin-Constant 1, 1003 Lausanne",,0
Sakura Japanese Restaurant,"Chemin de Pierrefleur 30, 1004 Lausanne",,0
Sandwicherie vietnamienne Olimy Grand-pont,"Rue du Grand-Pont 4, 1003 Lausanne",,0
Shanti,"Avenue de la Gare 10, 1003 Lausanne",,0
Siam Thaï Food,"Rue du Grand-Pont 18, 1003 Lausanne",,0
Sicily Restaurant,"Avenue de la Vallonnette 24, 1012 Lausanne",,0
Sosushi,"Rue du Maupas 6, 1004 Lausanne",,0
Speed Food,1003 Lausanne,,0
Sport's café le Zodiac,"Avenue de Cour 6, 1007 Lausanne",,0
Starbucks,"Place de la Gare 2, 1003 Lausanne",,0
Starbucks,"Place Saint-François 3, 1003 Lausanne",,0
Starbucks,"Rue Saint-Laurent 19, 1003 Lausanne",,0
Street Kitchen Cafe,"Rue Centrale 25, 1003 Lausanne",,0
SUD Simplement Gourmand,"Avenue du Théâtre 1, 1005 Lausanne",,0
Sukkho,"Rue de la Borde 39, 1018 Lausanne",,0
Sushi Ichiban,"Rue Marterey 38, 1005 Lausanne",,0
Sushi King,"Galerie Saint-François A, 1003 Lausanne",,0
Sushi King,1003 Lausanne,,0
Sushi Zen SA,"Avenue des Boveresses 56, 1010 Lausanne",,0
Swiss Wine Hotel by Fassbind,"Rue Caroline 5, 1003 Lausanne",,0
Ta Cave Sàrl,"Rue du Simplon 35, 1006 Lausanne",,0
Takayama Restaurant Japonais,"Avenue d'Ouchy 58, 1006 Lausanne",,0
Tea-Room le Phénix et cafétéria Afiro,"Avenue de Provence 22, 1007 Lausanne",,0
Terrasse d'Ouchy,"Place de la Navigation 1A, 1006 Lausanne",,0
Thaï Délices,"Rue de la Borde 3B, 1018 Lausanne",,0
Thaï Orchidée,"Rue du Port-Franc 16, 1003 Lausanne",,0
The Best of Taste Sàrl,"Rue du Valentin 12, 1004 Lausanne",,0
The Green Van Company,"Rue de Genève 17, 1003 Lausanne",,0
The Hideaway,"Rue Cheneau-de-Bourg 1, 1003 Lausanne",,0
The Hill Lausanne,"Rue de Bourg 39, 1003 Lausanne",,0
The Place 2B BIKINI BEACH,"Avenue Emile-Henri-Jaques-Dalcroze 9, 1007 Lausanne",,0
The secret of garden Swiss Sàrl,"Rue du Petit-Chêne 27, 1003 Lausanne",,0
Thebackstage Bar,"Rue du Clos-de-Bulle 7, 1004 Lausanne",,0
Theveste Gelato,"Rue du Maupas 16, 1004 Lausanne",,0
Ti Kréyol,"Rue de la Tour 6, 1004 Lausanne",,0
Tibits Lausanne,"Place de la Gare 11, 1003 Lausanne",,0
Ticino,"Place de la Gare 12, 1003 Lausanne",,0
Tonton Math African Bar and Resto,"Escaliers du Grand-Pont 1, 1003 Lausanne",,0
Tradiswiss,"Avenue Emile-Henri-Jaques-Dalcroze 9, 1007 Lausanne",,0
Tropicana Restaurant,"Place Saint-François 2, 1003 Lausanne",,0
Tsering Momo,"Place du Tunnel 5, 1005 Lausanne",,0
Un Po Di Più Trattoria,"Rue du Tunnel 1, 1005 Lausanne",,0
Vapiano,"Place de la Gare 4, 1003 Lausanne",,0
Veggie Moon's,"Rue du Maupas 16, 1004 Lausanne",,0
Via Vai Trattoria,"Chemin du Bois-de-Vaux 20, 1007 Lausanne",,0
Villeclair,"Route Aloys-Fauquez 110, 1018 Lausanne",,0
Vinatown d'Asie,"Rue Saint-Martin 30, 1005 Lausanne",,0
Vintage Wine Bar Sàrl,"Rue de Langallerie 7, 1003 Lausanne",,0
Wellson,"Rue du Flon 12, 1003 Lausanne",,0
Whoofy gauffre,"Chemin du Couchant 46, 1007 Lausanne",,0
Yasmine Traiteur,"Rue des Fontenailles 10, 1007 Lausanne",,0
Zafferano Restaurant,"Avenue de Tivoli 60, 1007 Lausanne",,0
Zinema,"Rue du Maupas 4, 1004 Lausanne",,0
Zoo Burger Sàrl,"Rue Marterey 29, 1005 Lausanne",,0
Zooburger,"Avenue Mon-Loisir 16, 1006 Lausanne",,0
La Coccinelle,"Route de Lausanne 17, 1032 Romanel-sur-Lausanne",5.0,11
OiMa' Restaurant Pizzeria,"Chemin du Châtaignier 27, 1052 Le Mont-sur-Lausanne",3.7,3
Restaurant le Coucou,"Route de Cugy 96, 1052 Le Mont-sur-Lausanne",4.5,68
Le 7 Ieme,"Route de Lausanne 7, 1033 Cheseaux-sur-Lausanne",4.8,13
le Postillon,"Route d'Yverdon 3, 1033 Cheseaux-sur-Lausanne",4.7,14
la Chope d'or,"En Félezin, 1032 Romanel-sur-Lausanne",4.0,2
Restaurant du Green Club,"Chemin des Epinettes 1, 1032 Romanel-sur-Lausanne",3.8,5
Juli,"Route de Lausanne 38, 1052 Le Mont-sur-Lausanne",4.0,1
Le Central,"Place de Coppoz 4A, 1052 Le Mont-sur-Lausanne",4.8,25
CHEZ TITI - Titulaire Gentrit Pajaziti,"Chemin du Brit 23, 1032 Romanel-sur-Lausanne",,0
Chicken Family Sàrl,"Chemin de Budron H 7A, 1052 Le Mont-sur-Lausanne",,0
A Côté,"Rue du Pâquis 6B, 1033 Cheseaux-sur-Lausanne",,0
Au P'tit Bonheur,"Route de Genève 4, 1033 Cheseaux-sur-Lausanne",4.8,16
Auberge Communale de Belmont-sur-Lausanne,"Coin d'En Haut 2, 1092 Belmont-sur-Lausanne",,0
La Principessa,"Route d'Arnier 4, 1092 Belmont-sur-Lausanne",,0
Oima’ Restaurant Pizzeria,"Chemin du Châtaignier 27, 1052 Le Mont-sur-Lausanne",,0
Restaurant Adore,"Chemin du Village 19, 1032 Romanel-sur-Lausanne",,0
Auberge Communale Du Mont-sur-lausanne,"Place du Petit-Mont 4, 1052 Le Mont-sur-Lausanne",,0
Chalet des Enfants,"Route du Chalet-des-Enfants 1, 1052 Le Mont-sur-Lausanne",,0
Fengling,"Chemin de Budron D 1, 1052 Le Mont-sur-Lausanne",,0
L'Accent du Sud,"Chemin de Budron D 1, 1052 Le Mont-sur-Lausanne",,0
La nouvelle Charrue SA,"Route d'Echallens 1, 1032 Romanel-sur-Lausanne",,0
le Relais du Grand-Mont,"Route du Grand-Mont 18, 1052 Le Mont-sur-Lausanne",,0
McDonald's Suisse Restaurants Sàrl,"Route de Genève 7, 1033 Cheseaux-sur-Lausanne",,0
Restaurant chez Tof,"Chemin de Maillefer 145, 1052 Le Mont-sur-Lausanne",,0
Restaurant OliMy,"Chemin de Budron B 4, 1052 Le Mont-sur-Lausanne",,0
Sushini,"Chemin du Châtaignier 27, 1052 Le Mont-sur-Lausanne",,0
Xin Yuan,"Route de Lausanne 38, 1052 Le Mont-sur-Lausanne",,0
Café Restaurant la Gare,"Place de la Gare 2, 1096 Cully",4.6,29
Association La Branche Etablissement socio-éducatif,"Chemin de la Branche 32, 1073 Mollie-Margot",3.1,9
Au Coeur de la Côte Malakoff,"Route du Vignoble 12, 1184 Vinzel",4.7,30
AU PREMIER ÉTAGE,"Chemin de Bas-de-Plan 6, 1030 Bussigny",4.8,13
Auberge aux deux sapins,"Rue du Bourg 14, 1147 Montricher",4.2,9
Auberge communale,"Route du Village 21, 1184 Luins",4.5,350
Auberge Communale,"Chemin du Pontet 8, 1433 Suchy",4.8,23
Bistro du Moulin de Sévery,"Route du Moulin 10, 1141 Sévery",,0
Buffet de la Gare Restaurant,"Route de la Conversion 289, 1093 La Conversion",4.5,4
Delta du Mékong,"Route des Flumeaux 1, 1008 Prilly",4.0,21
Fondation Jan Michalski pour l'écriture et la littérature,"Route de Chardéve 2, 1147 Montricher",,0
FUN4ALL - Bowling Sévaz,"La Guérite 1, 1541 Sévaz",,0
Gecko escalade Sàrl,"Derrey la Velaz 3, 1062 Sottens",5.0,2
Guêpier D'Europe Restaurant,"Chemin de la Rippe 2, 1303 Penthaz",,0
Kaizen Japanese Cuisine,"Route Lens-Crans 70, 3963 Crans VS",5.0,6
l'Empire du Dragon,"Route de Vallaire 3B, 1025 St-Sulpice VD",4.8,18
la Maison du Blé et du Pain,"Place de l'Hôtel de Ville 5, 1040 Echallens",,0
Le Petit Manoir,"Avenue Ignace-Paderewski 8, 1110 Morges",4.5,20
Maison de ville de Grancy,"Place de la Fontaine 2, 1117 Grancy",4.1,9
Modern Times Hotel,"Chemin du Genévrier 20, 1806 St-Légier-La Chiésaz",4.5,4
Pick-ando Mx,"Grand'Rue 1, 1522 Lucens",5.0,1
Restaurant Du Tennis,"Promenade du Petit-Bois 13, 1110 Morges",4.6,25
Restaurant Fleur de Sel,"Rue du Temple 10, 1304 Cossonay-Ville",4.9,15
Restaurant Le Tablier,"Blvd de l'Arc-en-Ciel 36, 1030 Bussigny",4.7,3
Ristorante la Piazza,"Chemin de la Charrettaz 8, 1094 Paudex",4.5,13
Romantik Hôtel Mont-Blanc Au Lac,"Rue des Alpes 1, 1110 Morges",4.6,12
Sushi2GoPully,"Route du Port 40, 1009 Pully",5.0,2
Tawan Thai,"Petite rue 4, 1304 Cossonay-Ville",4.6,123
Tête de Course,"Avenue Viollier 2, 1260 Nyon",5.0,1
The Garden on the Lake,"Route de Saint-Maurice 18, 1814 La Tour-de-Peilz",,0
Ul Furmighin - Ristorante e Ostello,"Piázza Gáruf 3, 6839 Sagno",4.7,3
Auberge le Marteley,"Rue de Marteley 6, 1302 Vufflens-la-Ville",5.0,2
Boulangerie - Patisserie Bessa,"Avenue de la Grande Fin 5, 1510 Moudon",4.0,10
Buffalo Grill Suisse SA,"Chemin de Saugy 7, 1023 Crissier",4.2,11
KikuZen,"Rue de la Gare 11, 1110 Morges",4.9,10
La Hutte Bar-Restaurant,"Chemin du Parc 8, 1030 Bussigny",,0
Le Tsalè,"Route des Dailles 15, 1619 Les Paccots",4.8,27
Restaurant du Cheval Blanc,"Rue de Vevey 1, 1630 Bulle",5.0,23
Tawan Thai ChokDee Sàrl,"Petite rue 4, 1304 Cossonay-Ville",,0
Brasserie de Paudex,"Route du Simplon 7, 1094 Paudex",4.5,17
de l'Oued,"Avenue de la Plage 27, 1028 Préverenges",4.6,7
La Balance'l,"Place des Balances 13, 1040 Echallens",4.1,9
Le Phenix,"Chemin de Cocagne 41, 1030 Bussigny",4.3,4
Shanghai Garden,"Rue de la Gare 5, 1030 Bussigny",4.5,17
L'instant Restaurant,"Route d'Echallens 10, 1037 Etagnières",,0
Centre Espagnol,"Chemin de la Chocolatière 1, 1030 Bussigny",4.6,19
Da Gino,"Chemin de Cudrex 15, 1030 Bussigny",4.0,1
la Cascade,"Chemin du Centenaire 4, 1008 Prilly",,0
le Florissant,"Avenue de Florissant 28, 1020 Renens VD",4.4,10
National Café-Resto-Bar,"Rue du Torrent 9, 1800 Vevey",4.3,20
Restaurant Chinois Henan Yin Jianxin,"Avenue du Censuy 18, 1020 Renens VD",4.7,10
Sel & Braise,"Rue de l'Industrie 50, 1030 Bussigny",5.0,3
4B restaurant Murat,"Rue de l'Industrie 4, 1030 Bussigny",,0
L'aimant - Café créateur de liens,"Chemin Champ Perrin 1, 1030 Bussigny",,0
L'Oxygéne Restaurant,"Route de Condémine 35, 1030 Bussigny",,0
La Maison Tandoori,"Rue de l'Industrie 4, 1030 Bussigny",,0
Les Amis,"Chemin de Villars 1, 1030 Bussigny",,0
Mamma Mia Churrascaria Sàrl,"Rue de l'Industrie 63, 1030 Bussigny",4.5,4
Traiteur Ali Baba Kebab,"Rue de Lausanne 5, 1030 Bussigny",,0
Chez Gygy,"Rue de l'Industrie 49, 1030 Bussigny",,0
Hôtel de Ville,"Rue de Lausanne 1, 1030 Bussigny",,0
Nema Café,"Blvd de l'Arc-en-Ciel 1, 1030 Bussigny",,0
Pizzeria Sole Luna,"Chemin du Vallon 1, 1030 Bussigny",,0
Restaurant Alentejo,"Rue de l'Industrie 66, 1030 Bussigny",,0
Restaurant-Pizzeria La Terrasse,"Rue de Lausanne 9, 1030 Bussigny",,0
Restaurant Vivaldi,"Blvd de l'Arc-en-Ciel 1, 1030 Bussigny",,0
Sel & Braise steakhouse,"Rue de l'Industrie 50, 1030 Bussigny",,0
Stamm,"Route de la Chaux 4, 1030 Bussigny",,0
Chalet du Cret Blanc,1342 Le Pont,,0
